geocode,season_end_year,disease,total_cases_L1,peak_week,R0,beta,gamma,duration_weeks,rmse,success
5212501,2025,dengue,1953.5568780043222,202513,1.3940814704568023,0.41822444114391116,0.3000000000049283,44,107.43722112426396,True
5212600,2014,dengue,155.89550068907351,201416,1.8671513452468527,0.615876071914595,0.3298479651809753,24,0.5507153322999524,True
5212600,2022,dengue,59.358228567048506,202212,1.768053868673409,0.5304161606070847,0.30000000000286303,29,0.18525710900868322,True
5212709,2019,dengue,324.3775454395542,201918,1.810934022798979,0.5963966459949278,0.32933096318613386,26,1.0759805766717034,True
5212709,2020,dengue,286.6991817104386,202011,3.0693162280358957,0.9207948684923133,0.3000000000265677,12,1.183869846082771,True
5212709,2023,dengue,137.8697910395314,202318,2.264070194507049,0.7456097773060166,0.3293227299732006,17,0.16360292387145559,True
5212709,2024,dengue,457.0413809311375,202414,2.1907404531452834,0.6572221359447855,0.300000000000548,19,1.56312153565019,True
5212808,2013,dengue,85.21039616563657,201306,2.433532200032579,0.7311794916601457,0.30046016718018237,17,0.38218603140069796,True
5212808,2014,dengue,137.8079211141951,201424,2.0392773498184735,0.6117832049627636,0.30000000000844496,22,2.216463573989404,True
5212808,2015,dengue,353.68441990635654,201505,1.4455679076142915,0.45537987414838854,0.3150179744235811,34,4.13015035931573,True
5212808,2018,dengue,66.02057844735646,201821,1.5958213365767642,0.5266210410539939,0.3299999999897618,34,0.06382491279171315,True
5212808,2019,dengue,170.86016340069176,201919,1.8287661672547526,0.5961328530214427,0.32597543835597415,25,0.43755702098206956,True
5212808,2021,dengue,87.41012648863442,202112,2.3053425311628684,0.6916027593574844,0.30000000000374083,18,0.14380009981271738,True
5212808,2022,dengue,77.25128892251374,202213,1.4082642174143922,0.43660126643892305,0.31002794861928235,43,0.27745108936193036,True
5212808,2023,dengue,129.16908040056293,202315,1.613188147487577,0.4839564442721367,0.30000000001603255,36,0.7253063547395321,True
5212808,2024,dengue,456.8732759891162,202406,1.8232219584984202,0.5469665876249205,0.3000000000413523,28,10.423565016548071,True
5212808,2025,dengue,50.627717391913585,202505,1.5422811875647195,0.46268435628914095,0.30000000001278954,32,0.1965481026131868,True
5212907,2015,dengue,83.40855959507547,201518,1.7972503473745554,0.5449301970528365,0.3032021653793958,28,0.27770703037373184,True
5212907,2016,dengue,155.25030266092676,201602,1.6202738996567485,0.5203910295580306,0.3211747283396186,26,0.3145128109934473,True
5212907,2022,dengue,73.99914999351488,202215,2.362466218629672,0.7335981622887301,0.3105221808057206,17,0.17074189910336252,True
5212907,2024,dengue,79.88492241176289,202416,1.9128212695300537,0.5928212297491582,0.30991982324349826,24,0.10032260762641124,True
5212956,2024,dengue,78.72639965511736,202415,1.746689094021654,0.5240067282300319,0.3000000000134745,30,0.2521836369752467,True
5213004,2011,dengue,175.28386818872715,201046,2.3117728220457807,0.7628850312750968,0.3299999999999953,11,3.9884590472947075,True
5213004,2013,dengue,121.25206420607783,201311,1.9229550824132593,0.5768865247351957,0.3000000000058337,25,0.45629423287551657,True
5213004,2014,dengue,199.84688110311896,201414,1.6513818749350444,0.4954145624909808,0.30000000000633864,35,0.9160205891036438,True
5213004,2015,dengue,233.79344997880676,201516,1.8207101439622133,0.599539123889987,0.32928861624578815,25,0.8687105990658729,True
5213004,2016,dengue,61.31793622642829,201607,1.9940096111989292,0.6076750740485,0.30475032348671877,23,0.10120447411694662,True
5213004,2018,dengue,50.87892098843658,201816,1.5557954133714884,0.4900445292465205,0.31498005781143734,37,0.10255145144612487,True
5213004,2019,dengue,83.79206093432136,201912,1.5108604695814445,0.45325814092797806,0.30000000003543986,39,0.1877468134972453,True
5213004,2022,dengue,179.6622039521341,202214,1.9820833702000056,0.6515199162111964,0.3287045973981678,21,0.3331435834339116,True
5213004,2024,dengue,217.73087805689616,202417,1.929774373020572,0.6357798135649191,0.3294581078770194,22,0.4436562464151465,True
5213004,2025,dengue,63.873129293415495,202518,1.5717658810062238,0.4715297643042884,0.3000000000015405,38,0.2682032974056126,True
5213053,2013,dengue,58.20713286454827,201318,1.7030721943083118,0.5590748449499484,0.32827430734785257,29,0.07857234552360029,True
5213053,2015,dengue,67.13475288396786,201507,1.5378506359726707,0.5074907098627071,0.3299999999946196,32,0.12213368444373443,True
5213053,2024,dengue,135.323357532711,202407,2.6726289844371007,0.8017886953684282,0.30000000001395555,14,0.4667707032232056,True
5213087,2011,dengue,147.94424600579651,201117,2.248886278497524,0.7414588500668622,0.32970046425034405,17,0.2811221154388816,True
5213087,2013,dengue,421.509862456662,201312,2.108900598615305,0.6326701795864514,0.30000000000088195,21,1.9529960108191924,True
5213087,2015,dengue,157.7646710971376,201518,1.6968203239386326,0.5539587590273649,0.3264687198828009,29,0.41216182234140036,True
5213087,2018,dengue,96.49566758152964,201815,1.709583761854495,0.5128751285608998,0.30000000000266225,32,0.25849405825570027,True
5213087,2019,dengue,220.11209317195218,201916,1.8457397834786813,0.5725485920492074,0.31020006025449604,26,1.264015370676937,True
5213087,2022,dengue,281.29603710880406,202212,2.0202835184885024,0.6060850555656814,0.3000000000094693,22,1.647759051166878,True
5213087,2023,dengue,87.39849321435437,202316,1.765059730493209,0.5493390477547789,0.3112297211614916,29,0.1577094668213948,True
5213087,2024,dengue,1312.8629472465334,202415,2.3863231122418216,0.7874866270349982,0.3299999999979873,15,32.20436437497574,True
5213087,2025,dengue,139.08364509109074,202509,1.764763517513324,0.569767711796451,0.32285782550587505,27,1.8572031731258165,True
5213103,2011,dengue,200.12594925879722,201118,1.5861377145907025,0.522769312290755,0.32958633256233605,34,0.5040396544940865,True
5213103,2012,dengue,107.9035483935269,201215,1.391040990496679,0.4581765905707498,0.32937677156958206,44,0.1104297972393291,True
